pair_id,split,source_sample_id,width,height,sample_id,relative_path,source_dataset,class_id,class_name,retouch_present,retouch_type,retouch_level,sha256
ffhq_00067,train,00067,1024,1024,ffhq_00067,originals/00067.png,FFHQ,0,original,false,none,none,1922f7d2d4fdbfd5b56ae016b87322cae3754a1bb7439e2082bcac5c8292e3ab
ffhq_00067,train,00067,1024,1024,ffhqr_00067,retouched/00067.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,df87bbec7526f1925fcb6583932a43d93c46964a6ce95c4ef98a9e31a43632db
ffhq_00068,train,00068,1024,1024,ffhq_00068,originals/00068.png,FFHQ,0,original,false,none,none,b812ef0bd3fefcdfb85c4f6bbffac9aacb070082c51285ff9d7fc0dd992b5447
ffhq_00068,train,00068,1024,1024,ffhqr_00068,retouched/00068.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,7cac7f01bf64d9ed526bbd80848b67d38205e33cb7563b5c928a2a07387c91f8
ffhq_00069,validation,00069,1024,1024,ffhq_00069,originals/00069.png,FFHQ,0,original,false,none,none,dbbfec08112b6d1e81b91ef1bba3a5b34a147939972d7277fac11632e379378a
ffhq_00069,validation,00069,1024,1024,ffhqr_00069,retouched/00069.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,d3f73f57ab58664bd771c219918cc654c6879a2a61fe57c255581269f3de3a9f
ffhq_00070,train,00070,1024,1024,ffhq_00070,originals/00070.png,FFHQ,0,original,false,none,none,83c05b9c79771e2e6b124fffeeb36489a61ab2eb7693065cc047819a7f21273f
ffhq_00070,train,00070,1024,1024,ffhqr_00070,retouched/00070.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,8491f169924811f7990c96990d4ca5a7ab69e90646c02dd5b2045f4f7805a4c2
ffhq_00071,train,00071,1024,1024,ffhq_00071,originals/00071.png,FFHQ,0,original,false,none,none,d23b8117ee42bae1ee4d4015d9c80428f9729f2f2eea2ca309b977ebd829ae70
ffhq_00071,train,00071,1024,1024,ffhqr_00071,retouched/00071.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,da51714979000b6b7f17719b036226b12f14891d93510f5858dd1ac784688b28
ffhq_00072,train,00072,1024,1024,ffhq_00072,originals/00072.png,FFHQ,0,original,false,none,none,47e808750486b1cc6e374c5722b60a429f8fcc50fc6b6074398863b783cf1556
ffhq_00072,train,00072,1024,1024,ffhqr_00072,retouched/00072.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,42064a9f51620cbc278f6eec3d0b24357eb42327da6925ad5712a9735c049d55
ffhq_00073,test,00073,1024,1024,ffhq_00073,originals/00073.png,FFHQ,0,original,false,none,none,bcd21d21658f6f26d43bf9e4e4c0d36e7c80c9d747a52327c9e7b333dc7dddd5
ffhq_00073,test,00073,1024,1024,ffhqr_00073,retouched/00073.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,cb0e02e0435670bdd7eeaaff13c00de851e636982d4cc2765fa1a499593b2c47
ffhq_00074,train,00074,1024,1024,ffhq_00074,originals/00074.png,FFHQ,0,original,false,none,none,105467c994dd8b543d091ef88612d5132a560b87b0c98b3ab2a8eacf89666143
ffhq_00074,train,00074,1024,1024,ffhqr_00074,retouched/00074.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,6d7b5da6e207e2133d19c62ed1371839ff3e72e151db0997aae9014952e79cae
ffhq_00075,train,00075,1024,1024,ffhq_00075,originals/00075.png,FFHQ,0,original,false,none,none,3593258488b75e17a508d752f81991d7b5f5dd0cfa0de29facf5e40bf9204d11
ffhq_00075,train,00075,1024,1024,ffhqr_00075,retouched/00075.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,56657dd4feaeaf43d8218045498e736770d2e329cd36a87d831592da0fbdc642
ffhq_00076,train,00076,1024,1024,ffhq_00076,originals/00076.png,FFHQ,0,original,false,none,none,fba462c107d1a686cb03742fb2dcfc8c1bd24501f71b953932d4e84ea70b25b7
ffhq_00076,train,00076,1024,1024,ffhqr_00076,retouched/00076.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,f5d80c1cfa70f20ae4c501805e7d201763a2f516b6c070b6f7a42727602dec60
ffhq_00077,train,00077,1024,1024,ffhq_00077,originals/00077.png,FFHQ,0,original,false,none,none,ed765d8f966d783848f19e765824c6c39263a7392318be0139491d55bbfb281c
ffhq_00077,train,00077,1024,1024,ffhqr_00077,retouched/00077.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,559ef91e3ddb016c7f668ca51f7eb054ca7f5743124067bb895bf39ee7ff38ae
ffhq_00078,train,00078,1024,1024,ffhq_00078,originals/00078.png,FFHQ,0,original,false,none,none,57dcbd0a6b1fa4c449d8b79184fee8c40d52f8398b6558bf5d76497e69d2aa04
ffhq_00078,train,00078,1024,1024,ffhqr_00078,retouched/00078.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,9da1dedb2eac83a27d923ad76e88f0ca1babdf0e8b6800093b4fe284c571f7dd
ffhq_00079,train,00079,1024,1024,ffhq_00079,originals/00079.png,FFHQ,0,original,false,none,none,f740f3533ceb0d22ff85d580700007117d3c272fe306320a48e31e917f9386ff
ffhq_00079,train,00079,1024,1024,ffhqr_00079,retouched/00079.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,7b16c6110450549121e84469dfe069c8f39f4f4ffcb2c13f569610659c7148bf
ffhq_00080,train,00080,1024,1024,ffhq_00080,originals/00080.png,FFHQ,0,original,false,none,none,1b3edb7409769451e401ae64ec5b50f36475777cdf8295f90e0d063698ee1c91
ffhq_00080,train,00080,1024,1024,ffhqr_00080,retouched/00080.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,620a25b9dd08a53d0cec612507bb84ad7ca38e4776698ebe74ef442f5b84c1af
ffhq_00081,train,00081,1024,1024,ffhq_00081,originals/00081.png,FFHQ,0,original,false,none,none,8d118b38540b6ede1827bef1249ee9267b587512c8238cea1a034c53d8767cc9
ffhq_00081,train,00081,1024,1024,ffhqr_00081,retouched/00081.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,1764359aa39d1a4ea3da6df542b02f296f7aa88f28e35fbe6218873c2d64cb31
ffhq_00082,test,00082,1024,1024,ffhq_00082,originals/00082.png,FFHQ,0,original,false,none,none,bc14673df54bafee22f3e31b348523781217e3873bcc8a7e9496833b260eab5f
ffhq_00082,test,00082,1024,1024,ffhqr_00082,retouched/00082.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,d5033c7c665b811097d3e1d7bc96f220f5b00afcf17ed974c17d69311b5746f4
ffhq_00083,train,00083,1024,1024,ffhq_00083,originals/00083.png,FFHQ,0,original,false,none,none,542a6b50db3031cc622015ab04faae2224b478f661811ddd9d264d94acef71fe
ffhq_00083,train,00083,1024,1024,ffhqr_00083,retouched/00083.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,397536b0c748e012117be41f3a88ea05171073ccb30d7787fe2220a71835c8b4
ffhq_00084,validation,00084,1024,1024,ffhq_00084,originals/00084.png,FFHQ,0,original,false,none,none,88e387bb051fa8d830f1c821db4731bc5f46b570117b24e7df8cc7ec85f99dd3
ffhq_00084,validation,00084,1024,1024,ffhqr_00084,retouched/00084.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,b681274aae4c483f7ac517014cce41b4a7f936602ccf14d5fd17fb54104c6ae6
ffhq_00085,train,00085,1024,1024,ffhq_00085,originals/00085.png,FFHQ,0,original,false,none,none,5b894f561fd8394f6f9df8cc3a9ab0fa74ed482f0e6571403055211834ed8887
ffhq_00085,train,00085,1024,1024,ffhqr_00085,retouched/00085.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,6d9cfcc1d5748706bbe34e747462d0fd01b0ccb6ab5bbf6698f9098fb511bcfa
ffhq_00086,train,00086,1024,1024,ffhq_00086,originals/00086.png,FFHQ,0,original,false,none,none,f236051799ce0c4232f21bad339b05ab0425877b12822e52e7a787cbb426e1e9
ffhq_00086,train,00086,1024,1024,ffhqr_00086,retouched/00086.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,b14866a96bc956f3e4d188013faecec8d714ebecb58b1df6567594e71798176e
ffhq_00087,train,00087,1024,1024,ffhq_00087,originals/00087.png,FFHQ,0,original,false,none,none,4cc7d81b4393926ee8b1d86b4d0807051fda344e21676c86caa45cd8f3fe23e2
ffhq_00087,train,00087,1024,1024,ffhqr_00087,retouched/00087.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,181d3f36ff46acb4ac30e658b4287f35a0285ea0f05a2529d8abee152220e465
ffhq_00088,train,00088,1024,1024,ffhq_00088,originals/00088.png,FFHQ,0,original,false,none,none,d4eef911227ecb16d1f7cbfebc6e868a78fe9b68f4ad28657b43ac0684159238
ffhq_00088,train,00088,1024,1024,ffhqr_00088,retouched/00088.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,d880d7f5f62dd9ec76ed1fc851413c91b36333ff4158aa00dd49f9409ebad495
ffhq_00089,train,00089,1024,1024,ffhq_00089,originals/00089.png,FFHQ,0,original,false,none,none,a196c47b7c06c4cbd2ae6937e9376b88ab851c97253a14f0aeda9ba684f12f94
ffhq_00089,train,00089,1024,1024,ffhqr_00089,retouched/00089.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,4e50d374db2916c9db03f51f6780367011c9a32f29e5a0c1a5c660ce6e41bb18
ffhq_00090,validation,00090,1024,1024,ffhq_00090,originals/00090.png,FFHQ,0,original,false,none,none,8df5aa29343b965688e29659579781d7a05e65f33b088d1f973df3c953686fe2
ffhq_00090,validation,00090,1024,1024,ffhqr_00090,retouched/00090.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,1bb001e8119343895c0c0fb4e1edc2b5cf6990e74dd4877bd40cdb4f02424a1f
ffhq_00091,train,00091,1024,1024,ffhq_00091,originals/00091.png,FFHQ,0,original,false,none,none,db9c5ca6fb9f748f1773c52820eef3300c5b90c590027868dcb20b794912af78
ffhq_00091,train,00091,1024,1024,ffhqr_00091,retouched/00091.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,21ffc3d565171978c002d5b218904686afbd49aab90d4e6d7d0f383b1f9f0ac8
ffhq_00092,train,00092,1024,1024,ffhq_00092,originals/00092.png,FFHQ,0,original,false,none,none,62d8660f71364f44ef6fed005008a724dd3b6c89e159f54cff1b3997dcd30af9
ffhq_00092,train,00092,1024,1024,ffhqr_00092,retouched/00092.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,c307695b109c56bbcfeb0a8f274538073f2e9ee1448a515c85b7e5c732ea301b
ffhq_00093,train,00093,1024,1024,ffhq_00093,originals/00093.png,FFHQ,0,original,false,none,none,cea491bb3338dc1651394e6b7f394e08498327becbf102b226f863815130bd34
ffhq_00093,train,00093,1024,1024,ffhqr_00093,retouched/00093.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,45268c3b32ec9707280912e30dd6435deead95c11cc97875946c107799f802f5
ffhq_00094,validation,00094,1024,1024,ffhq_00094,originals/00094.png,FFHQ,0,original,false,none,none,162514c68c9fc69549df0f42a2de3156847a6db660c3dbcc80d4736973388205
ffhq_00094,validation,00094,1024,1024,ffhqr_00094,retouched/00094.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,1ade4cbea2f192d92159bf5880e7d0fcb080291d50937f4c9581e16062cd91a3
ffhq_00095,train,00095,1024,1024,ffhq_00095,originals/00095.png,FFHQ,0,original,false,none,none,bfa21cef4573257415d572400ec029a1bbaff618da3cd51c0bdc9bc28eb499bf
ffhq_00095,train,00095,1024,1024,ffhqr_00095,retouched/00095.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,53e123b42687d7c471d9ddf7b43e89ad1615f0991e2d51ec29768be96096fd11
ffhq_00096,train,00096,1024,1024,ffhq_00096,originals/00096.png,FFHQ,0,original,false,none,none,1e746598fb71cfc3570c892b8ddb75e1545c38bfd9aaae030c6ca9b91920d0b1
ffhq_00096,train,00096,1024,1024,ffhqr_00096,retouched/00096.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,175991366b6bfe52f66f7ae5d30675427d8b377f6c9e04e2b447a21865c3a561
ffhq_00097,train,00097,1024,1024,ffhq_00097,originals/00097.png,FFHQ,0,original,false,none,none,f293d135af7f7a435449021d218c0a6ad2224bda714ec4804429a41699ba2bad
ffhq_00097,train,00097,1024,1024,ffhqr_00097,retouched/00097.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,6cc3214ca76e55f8c009351f36f1670ef77f76009f7f66be811d8f073feb79c7
ffhq_00098,train,00098,1024,1024,ffhq_00098,originals/00098.png,FFHQ,0,original,false,none,none,c0674edcabed769afc2ab0dd48b8343348b4cad1ab8329d06f88c4fae9742c30
ffhq_00098,train,00098,1024,1024,ffhqr_00098,retouched/00098.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,4c31b9f24017e83b4d5bdce6e9142c22c27f7278c2a9003f83a07c40e2ca4043
ffhq_00099,train,00099,1024,1024,ffhq_00099,originals/00099.png,FFHQ,0,original,false,none,none,9a0f66e6d9a5f9b6b26826d1de6192394a1c92d149bd436bac49b1f20e010c42
ffhq_00099,train,00099,1024,1024,ffhqr_00099,retouched/00099.png,FFHQR,1,professionally_retouched,true,generic_professional_retouch,unknown,80968837ff44a90c0b3e108692b257078b2c4045c822380dd45a7d0284e868a2
