pair_id,split,source_sample_id,original_path,retouched_path,original_source,retouched_source,original_official_url,original_official_md5,original_sha256,retouched_sha256,width,height,pairing_basis,pair_status,retouch_type,retouch_level,fine_grained_label_available,ground_truth_strength,recommended_usage,prohibited_assumption,ffhq_license,ffhq_license_url,ffhq_author,ffhqr_license
ffhq_00038,validation,00038,originals/00038.png,retouched/00038.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1uynNd8-Y6XA2NFKZRnlOsDPD-t7gBsEb,e084c73c86f6f00806185d7a6ec26ecb,6049cee3ae461918afcc851ab6f7fe1693464b9e25de472e515f70e8c47bf2e9,ed9e0b56c3ee87eb91fe1645cee3f40a360fd923bbfdab0edd537779c4d5ae94,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,James Stewart,CC BY-NC-SA 4.0
ffhq_00039,train,00039,originals/00039.png,retouched/00039.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1uE_6yqoy5A1DHcBKVk4tbtn6K0C-BwoD,654d24919a828971d0c56d8503f31ec6,d67644a79df11be2e83fd69c6e394a227f60c8a72310133966410e9b457864ef,3e274c067a28b6313b0d3251ffe92cdf47f9511f2520be00aafc47a19ae56ae1,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Senado Federal,CC BY-NC-SA 4.0
ffhq_00040,train,00040,originals/00040.png,retouched/00040.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1v92cC6yj5tkcZvbPQXDxNbdArpgvD_oH,9b8340e183c03d788fd8d586d3555a2f,f86d893060c69f63d9a0492f4e2e2f3e9db497bebfe877edef767dcba79c5387,a6f82bd74f6934e58021cbd4e9f4d45089724cae586273270643d5e4008b45dd,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Maverick L.,CC BY-NC-SA 4.0
ffhq_00041,train,00041,originals/00041.png,retouched/00041.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vg7gI8gIQc4vtQbsb4-osFXXGhItJ75Y,3b87d18979f41b84e9778f820e27d2fa,ca1f2fbefb0916a446191ac9d05056b8c09935cb657fbb20f77bf5305a0c7b8f,295256b3b1c9a91bf85fd9572670fee531504e2b77fe5373e83e18415484d7c3,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Chris Goldberg,CC BY-NC-SA 4.0
ffhq_00042,train,00042,originals/00042.png,retouched/00042.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1u8zwL7vHat2WEnXSM8e8QUkxOx47okpx,1bff263d39db520f5ac9896758bd3a64,bebb09e50e7df4d7a43de8a4c025b396e61f98b817cbb07f18446c83690f5c2c,99a08605e035bb4e5412ece8336e18c0149b44dc7a3f07f9bbabdf16fedd73ba,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Rebecca Brown,CC BY-NC-SA 4.0
ffhq_00043,train,00043,originals/00043.png,retouched/00043.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1upuv2lnqNrHhTxVUJ6xFrAWo1NoF6NsP,4ac38ce5cc13c441441539ebf7dd52a4,c37f36a373893883b37e0f88cfb1554c855769faa1db1f294e621f5df81d52e3,20d364fd8820b946a222591acd6d45368c708e7722c05ec2020ff32438090558,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,KRWonders,CC BY-NC-SA 4.0
ffhq_00044,train,00044,originals/00044.png,retouched/00044.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1w1cdJpRS0Pc0t7b3UIONUn6W_7XgigNS,ca76ea0c89a783c65c67f8fd1b60b733,cdf2b8fdfb895391146261ee4d3be4dfd5ec56a1f90d9d4cc0f7622d376a184e,43d6e74176f3c6e6e0d0eef87f916f51b0db04f45ea39288a376839863f4a372,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,A.Currell,CC BY-NC-SA 4.0
ffhq_00045,train,00045,originals/00045.png,retouched/00045.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1u8F33nC9CdAYeRec8cC4oDX7sUFM96Pm,65a92bce3736b4135994420392c391de,ec13b3e16bca4a738252bf6d59027472e8f8c8165a77186cbd70fcc2ee7943dc,9ec427a69bf452f561d02b3d2c3622f78766c93b4db97c50cc31751d4d13414d,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,John Carkeet,CC BY-NC-SA 4.0
ffhq_00046,train,00046,originals/00046.png,retouched/00046.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1u1bm67utp68792s88IQhq4vpDLKGwoU5,0bb2cfa046b22218d59ebd764f45382b,0618350fabb65f9b89ea36e9272f087341afca0ef193b783e5c0bedb6837a1a0,33ef5bfd1d294afefe406ca5a70e579d16adae0697c64f9bb91ddf63d3b96ee5,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Me-Liss-A,CC BY-NC-SA 4.0
ffhq_00047,train,00047,originals/00047.png,retouched/00047.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1u0IaWU_91iWSIBP4EYtrBIvYBhDPzvuv,a5e99f95810b479f5600fc9f7109ca49,343fc668a72496104578659c890336da54c75b19e6081030a454840f7e1aa702,d6cf9a7ab85def6bae74d9ed2827e3bf20572a7db287dd860bb2739a2d3341ae,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Francesco Crippa,CC BY-NC-SA 4.0
ffhq_00048,train,00048,originals/00048.png,retouched/00048.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1wNb2enh2Uf8VuuhpJzt9cslwAqZXgGYo,fab724770f5aa33c35f2d8a861c5dc73,01563ead1438c0538bacc709988c4fd3f4539a4f43b55b4795923ce6d97fe1ba,8bbd6f7f8036958ddea67e506c798c51afd02ee3e26716bbf714f2b2156aba77,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Steven Mileham,CC BY-NC-SA 4.0
ffhq_00049,test,00049,originals/00049.png,retouched/00049.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1to5fYlQE-TIDOUIJiNpRrD2x4nIKzVLv,4e8494cdc0ffe5695689c5d7b8cf794a,04768182ec06e4fc9a4ee5815da993fdff8880327069f31c45e1b97fe4c42d23,78dc5bdfd4cf109e4347174088ea9be08c27ee1be0f4f99627e35670505fb768,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Philip McMaster,CC BY-NC-SA 4.0
ffhq_00050,train,00050,originals/00050.png,retouched/00050.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1vfDtllt-NI7hEtmk8Y0SiovJOgZpMrNP,3ed1dc21c38b96661c84fb24e2f29c60,5a1d3b567c8d3f8150f97062b10edd9001296fbbfa0c22e2a2cb25a1fde93ea4,9bc57d79d54225e58d0c7fa3172ebed6cbfd506332aec8cec1655c3d6bca4fc6,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,AngryJulieMonday,CC BY-NC-SA 4.0
ffhq_00051,train,00051,originals/00051.png,retouched/00051.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1tmArkzG-jTBy53254w174kcsJTM9T7Fc,5c1a58f3b7c068591b26ba42c5001df9,b7541dec9d5b6b5767c3481a5f1c49a4d72718e172407e7f05bddd0467adcb89,09b62de427793108f4399fd729f4f44ace31d7de87b29f8c37116ba6e3f5dac8,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,RAFFI YOUREDJIAN,CC BY-NC-SA 4.0
ffhq_00052,train,00052,originals/00052.png,retouched/00052.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1teGB2cuy4f9cCwW1DEwQmucRe4sz6oJp,80b656d3f8d883b67b80d7689c6e2585,ada6a0e20520b0e660b07612974aab27307331d86e1340b79d97f9f6db54b0b2,e7cba586d8a03f129fcb11c2a8923070c078b7f686294a531af5a5af373247e0,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,Vikram Yadav,CC BY-NC-SA 4.0
ffhq_00053,train,00053,originals/00053.png,retouched/00053.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1Eq2OXl_I0CyEgoDEWU20PsrjBo2o_FRJ,cf93d1d6719610a6aa93da7983df5c9a,1fdf00a635140e7f59ed9b6f48f2718fbf470664c9f5ac059dff1ceb7c055f47,e73a0d79632cc96c502ed0bf36cf592e12c7a0ab7406e296ec5d9a062e696b72,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Daniel Lewis,CC BY-NC-SA 4.0
ffhq_00054,train,00054,originals/00054.png,retouched/00054.png,FFHQ,FFHQR,https://drive.google.com/uc?id=16h36AI5UqTae8h9FpaUvJyyME_3CCVfI,c39ffca9a1847ae5eef7da8678060bdd,9b60b1eb446dead6dec213ba4a826c70c710719cb456ed975a58e30de165f0fc,718776f4d12a45659071223e2d6e2d964cb6b314610c1f69748a32c9188fa1ea,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,Katherine Donovan,CC BY-NC-SA 4.0
ffhq_00055,train,00055,originals/00055.png,retouched/00055.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1qQ_ei0xeQEu900ifteBlBiuvvPavG3DO,8988efd0f6b2d0fa3b5ef4917bba8aee,c7d4f5f310f8b7564c469f688e67ebc8c6b3242ac889064fe6c33dae3a3a2c3e,3df6a6f2454d241ca1f4affc31f19fe001c77fdc8f02e0cefb797ba6b6a6f4f8,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Tommy Low,CC BY-NC-SA 4.0
ffhq_00056,train,00056,originals/00056.png,retouched/00056.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1MNw5KGeKystyEqeQ14zQf00Jzo_U-_7m,95fb22f4c34570d417db2e96be2f652e,87adde3de6a5cf6f5e5b808a866bd2429b7a2c77ca3e9eceec3e8782a50d201f,9ea8c10ff6ba68bb34ac4365bd2624b235a55dd9e2732bf71fe42330ca29ea51,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,RAFFI YOUREDJIAN,CC BY-NC-SA 4.0
ffhq_00057,train,00057,originals/00057.png,retouched/00057.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1gdrBvLg3BYgNsI2jfZMnZM_kpQMO-iAV,f0c57db021fa0f4e974071800e438d8a,30cc1ecadf5b31696321bf7e3fff312a74e49f2f53f78a0e00e5a118aeb7c2e4,76a04fb5a275a5d6c733111f60dce1ad473ceec1fd209022edf2fd31493b87e7,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Adam Evans,CC BY-NC-SA 4.0
ffhq_00058,train,00058,originals/00058.png,retouched/00058.png,FFHQ,FFHQR,https://drive.google.com/uc?id=14lPIAt-xUzT6NBd3db57FHmojm5EPZmV,97a73496891c823fecc65065ce862e1a,4c0fd2e409fac1cfaa1e33608f04d940ce097bcfb2cd7bee50fcd9f3afed9d7a,28bf30773c4f4ca553dcbac3ddd93a0f1c23eff043d9bc660c37e6633a543fa4,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Brandon,CC BY-NC-SA 4.0
ffhq_00059,validation,00059,originals/00059.png,retouched/00059.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1Ze_NL49GwYXfX23KRAUa6xNv-Lat8Ovb,02f831f7b2b13fc5b81f51b6c108588e,171eebea2d02c87fd1e653fcc466929064ce49eccc2bf378b9546504d7d8cfc6,e5105bd979ae0d33a4045acf0cc1c6476f9b7263ab6a8f7a96f3eb809b83e1c5,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,TRE - RJ,CC BY-NC-SA 4.0
ffhq_00060,train,00060,originals/00060.png,retouched/00060.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1pNs025gZpVXBZc9nmm_my2EunrvM1cRt,68cf6c87b2e3e3f95712db86540bdc05,a02ed7d72c9f78ca5267253ead44c722a0cfc25d277f899e0e74764620b90753,0ea7c153d60e4a1eab1ab88cd116b369c3047d00ee3e35dc1920c5cc96ca9203,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,National Geospatial-Intelligence Agency,CC BY-NC-SA 4.0
ffhq_00061,train,00061,originals/00061.png,retouched/00061.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1zif0cr6BDdVHFl6meq1nFKl0_lJWuXz4,3b815e7c86dc351ee95183be4ac63e99,cadf3c8e12148660486e4c1a686a8350bd6c3739a85b06605f64c08efba2b34d,baf22772c2d8b04a86a4f9df82f1a4f69428cdb303ed198f52eb0147c2ff6be7,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,PEO ACWA,CC BY-NC-SA 4.0
ffhq_00062,train,00062,originals/00062.png,retouched/00062.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1z_PA8uzyYfFAn3Fd7FUf0v5LO5xttg5x,0ab15095042608afe9dbf7df71e03737,4370426014ae51a7cef4f3efade18d98801f854e7674dca2229fc618be3d9c60,80dae0ce85efcafe31ba5e2d4d4d00850f77127710500fcebeed600722672d5f,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,United States Government Work,http://www.usa.gov/copyright.shtml,U.S. Department of State,CC BY-NC-SA 4.0
ffhq_00063,validation,00063,originals/00063.png,retouched/00063.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1zXlvAscUmu-7u6i2Y-WPwCf_xdMQ3lNc,fc3b4ba1a3cd3c772c01a27b8a5c3595,9490ddaba2a4a1631ee24e9fed47e56f8a2daaf58b3466ad50f61b306e329371,dfddb8b004fb5e1656bbbd6e8e2dbed51376f8750ade25bd51b4432bc2c78d20,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,joshjdss,CC BY-NC-SA 4.0
ffhq_00064,train,00064,originals/00064.png,retouched/00064.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1zIYzdavTKHISO6PZ0lrBDRCzQYxW8Ehp,05ced037f68069ccb7d12366e3cff696,e284efea5d812aa2de76ed7a5cf86dafca58887618f4ba62f22e23a95ef49bdf,ccdca9588d3e8280cc4df9027612558a4fff24e063da3df64608c41ea8ff6389,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,SKV Florbal,CC BY-NC-SA 4.0
ffhq_00065,test,00065,originals/00065.png,retouched/00065.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1zDOSS-6HGkdabSr6MBGSeRha23GXzjpj,3d34088d142fcdea9bb782c060db376c,cc72913804dba3632a97800e9f37a5d2031f2d3132c1217aba76037241a92043,04afe03f2639d26347a06cb51d4ed147bca53b0553e4dff5e5299de27381692a,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Clube Atlético Mineiro,CC BY-NC-SA 4.0
ffhq_00066,train,00066,originals/00066.png,retouched/00066.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1zCdDEpSjnj-QJNxA96mK_ovpo8QPtSXv,feae8384d43fedd9d6898b4cccad0dbf,b0c420120edab97ee85c6c406acbca8e2db8d5267e24931518596d11488935d8,8d286201a4640e818c7cc82c493405eef567f101e15f5210c9c90b361229e9ca,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,han siang wong,CC BY-NC-SA 4.0
ffhq_00067,train,00067,originals/00067.png,retouched/00067.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1z3Wy5wyaYxdmphBHGl28zoe3vwyb7OLs,7fe9380133f9b24275663445423c3801,1922f7d2d4fdbfd5b56ae016b87322cae3754a1bb7439e2082bcac5c8292e3ab,df87bbec7526f1925fcb6583932a43d93c46964a6ce95c4ef98a9e31a43632db,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Public Domain Mark,https://creativecommons.org/publicdomain/mark/1.0/,Richard (Ricardo) Isla Rodas,CC BY-NC-SA 4.0
ffhq_00068,train,00068,originals/00068.png,retouched/00068.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1zOiN7NdA7XGKSDEFmfAmXd5lTrzhFbHU,f354080fe2d917dd46be5f60bfeef4d5,b812ef0bd3fefcdfb85c4f6bbffac9aacb070082c51285ff9d7fc0dd992b5447,7cac7f01bf64d9ed526bbd80848b67d38205e33cb7563b5c928a2a07387c91f8,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Michelle Waspe,CC BY-NC-SA 4.0
ffhq_00069,validation,00069,originals/00069.png,retouched/00069.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1ywnx5VIahWbOLb64DQuXxCNFYsStZ0lZ,e103ea40dd8a44a215bc6e449563143f,dbbfec08112b6d1e81b91ef1bba3a5b34a147939972d7277fac11632e379378a,d3f73f57ab58664bd771c219918cc654c6879a2a61fe57c255581269f3de3a9f,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,Câmara Municipal de Belo Horizonte,CC BY-NC-SA 4.0
ffhq_00070,train,00070,originals/00070.png,retouched/00070.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1zfsOQ9jRx1P1T39oSm8K12hRh2jW-26X,e57a33b9ee64628b39077fc535cf6bcf,83c05b9c79771e2e6b124fffeeb36489a61ab2eb7693065cc047819a7f21273f,8491f169924811f7990c96990d4ca5a7ab69e90646c02dd5b2045f4f7805a4c2,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,vgm8383,CC BY-NC-SA 4.0
ffhq_00071,train,00071,originals/00071.png,retouched/00071.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1ysMj0ad9dQTVXGLyHjNLpCuXTx18mopR,cf13741992d68b83e686f912088a17ef,d23b8117ee42bae1ee4d4015d9c80428f9729f2f2eea2ca309b977ebd829ae70,da51714979000b6b7f17719b036226b12f14891d93510f5858dd1ac784688b28,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Keith K,CC BY-NC-SA 4.0
ffhq_00072,train,00072,originals/00072.png,retouched/00072.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1zYPDH4FDf0XwTfFM3huxQ-V225N0mxEY,f1076dfb68f4e37a2286a42a1c43b8ae,47e808750486b1cc6e374c5722b60a429f8fcc50fc6b6074398863b783cf1556,42064a9f51620cbc278f6eec3d0b24357eb42327da6925ad5712a9735c049d55,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution-NonCommercial License,https://creativecommons.org/licenses/by-nc/2.0/,drewsinky,CC BY-NC-SA 4.0
ffhq_00073,test,00073,originals/00073.png,retouched/00073.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1yfREq7DObtSye6jUMJGGMHTMFM0Oh33z,d29964215aa0b2ce9d0c293b54b4cc71,bcd21d21658f6f26d43bf9e4e4c0d36e7c80c9d747a52327c9e7b333dc7dddd5,cb0e02e0435670bdd7eeaaff13c00de851e636982d4cc2765fa1a499593b2c47,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,macronix,CC BY-NC-SA 4.0
ffhq_00074,train,00074,originals/00074.png,retouched/00074.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1y_sP_hOBC-xxwziL2H89HDNBudiz-6BI,7c0c3797f3e0d736de48e61169413555,105467c994dd8b543d091ef88612d5132a560b87b0c98b3ab2a8eacf89666143,6d7b5da6e207e2133d19c62ed1371839ff3e72e151db0997aae9014952e79cae,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,pedronchi,CC BY-NC-SA 4.0
ffhq_00075,train,00075,originals/00075.png,retouched/00075.png,FFHQ,FFHQR,https://drive.google.com/uc?id=1zgdpPjGf4QYxK-RGBuNOL-JAv6y1gRnx,7fd1aaccb6318d1ef12feea0e0c9c8cd,3593258488b75e17a508d752f81991d7b5f5dd0cfa0de29facf5e40bf9204d11,56657dd4feaeaf43d8218045498e736770d2e329cd36a87d831592da0fbdc642,1024,1024,official_shared_FFHQ_numeric_id,verified_pair,generic_professional_retouch,unknown,false,medium,binary_retouch_detection;paired_before_after_comparison;external_evaluation,do_not_infer_specific_operation_or_intensity_from_FFHQR_label,Attribution License,https://creativecommons.org/licenses/by/2.0/,Evan Bench,CC BY-NC-SA 4.0
